year_month,itm,ttProductCode,algo,algoName,algofill,fillQty,productClass,batch
2023/1,ACY,BRN,ASE,ASE,1732.0,1732.0,Energy,2020.0
2023/1,ACY,BRN,ASE,ASE & RangeTrader,78.0,78.0,Energy,2020.0
2023/1,ACY,BRN,Manual,Manual,0.0,1440.0,Energy,2020.0
2023/1,ACY,BRN,OMA,Manual,10.0,10.0,Energy,2020.0
2023/1,ACY,BRN,OTA,Manual,46.0,46.0,Energy,2020.0
2023/1,ACY,BRN,OTA,Pvt_Algo,62.0,62.0,Energy,2020.0
2023/1,ACY,BRN,OTA,RangeTrader,6.0,6.0,Energy,2020.0
2023/1,ACY,BRN,OTA,TT_Stop,32.0,32.0,Energy,2020.0
2023/1,ACY,CL,ASE,ASE,938.0,938.0,Energy,2020.0
2023/1,ACY,CL,Manual,Manual,0.0,316.0,Energy,2020.0
2023/1,ACY,CL,OTA,Pvt_Algo,60.0,60.0,Energy,2020.0
2023/1,ACY,G,ASE,ASE,2864.0,2864.0,Energy,2020.0
2023/1,ACY,G,ASE,ASE & RangeTrader,32.0,32.0,Energy,2020.0
2023/1,ACY,G,Complex,Manual,6.0,6.0,Energy,2020.0
2023/1,ACY,G,Manual,Manual,0.0,8382.0,Energy,2020.0
2023/1,ACY,G,OMA,Manual,464.0,464.0,Energy,2020.0
2023/1,ACY,G,OTA,Manual,356.0,356.0,Energy,2020.0
2023/1,ACY,G,OTA,Pvt_Algo,684.0,684.0,Energy,2020.0
2023/1,ACY,G,OTA,RangeTrader,8.0,8.0,Energy,2020.0
2023/1,ACY,G,OTA,TT_Stop,120.0,120.0,Energy,2020.0
2023/1,ACY,HO,ASE,ASE,744.0,744.0,Energy,2020.0
2023/1,ACY,HO,Manual,Manual,0.0,924.0,Energy,2020.0
2023/1,ACY,HO,OMA,Manual,2.0,2.0,Energy,2020.0
2023/1,ACY,HO,OTA,Manual,14.0,14.0,Energy,2020.0
2023/1,ACY,HO,OTA,TT_Iceberg,10.0,10.0,Energy,2020.0
2023/1,ACY,RB,ASE,ASE,64.0,64.0,Energy,2020.0
2023/1,ACY,RB,Manual,Manual,0.0,20.0,Energy,2020.0
2023/1,ACY,WBS,Manual,Manual,0.0,260.0,Energy,2020.0
2023/1,AFK,GE,ASE,ASE,2.0,2.0,American STIRs,2021.0
2023/1,AFK,GE,Manual,Manual,0.0,122.0,American STIRs,2021.0
2023/1,AFK,SR1,ASE,ASE,102.0,102.0,American STIRs,2021.0
2023/1,AFK,SR1,Manual,Manual,0.0,451.0,American STIRs,2021.0
2023/1,AFK,SR1,OMA,Manual,27.0,27.0,American STIRs,2021.0
2023/1,AFK,SR1,OTA,Manual,9.0,9.0,American STIRs,2021.0
2023/1,AFK,SR1,OTA,TT_Stop,10.0,10.0,American STIRs,2021.0
2023/1,AFK,SR3,ASE,ASE,1719.0,1719.0,American STIRs,2021.0
2023/1,AFK,SR3,Manual,Manual,0.0,4957.0,American STIRs,2021.0
2023/1,AFK,SR3,OMA,Manual,114.0,114.0,American STIRs,2021.0
2023/1,AFK,SR3,OTA,Manual,223.0,223.0,American STIRs,2021.0
2023/1,AFK,SR3,OTA,RangeTrader,58.0,58.0,American STIRs,2021.0
2023/1,AFK,SR3,OTA,TT_Stop,801.0,801.0,American STIRs,2021.0
2023/1,AFK,ZQ,ASE,ASE,2723.0,2723.0,American STIRs,2021.0
2023/1,AFK,ZQ,Manual,Manual,0.0,2083.0,American STIRs,2021.0
2023/1,AFK,ZQ,OMA,Manual,137.0,137.0,American STIRs,2021.0
2023/1,AFK,ZQ,OTA,Manual,121.0,121.0,American STIRs,2021.0
2023/1,AFK,ZQ,OTA,TT_Stop,188.0,188.0,American STIRs,2021.0
2023/1,AHG,DI1,ASE,ASE,61924.0,61924.0,Brazilian STIRs,2021.0
2023/1,AHG,DI1,ASE,ASE & RangeTrader_Gen2,11884.0,11884.0,Brazilian STIRs,2021.0
2023/1,AHG,DI1,Manual,Manual,0.0,6796.0,Brazilian STIRs,2021.0
2023/1,AHG,DI1,OTA,Manual,7314.0,7314.0,Brazilian STIRs,2021.0
2023/1,AHG,DI1,OTA,RangeTrader_Gen2,24.0,24.0,Brazilian STIRs,2021.0
2023/1,AHG,WDO,Manual,Manual,0.0,8.0,American STIRs,2021.0
2023/1,AHG,WDO,OTA,Manual,28.0,28.0,American STIRs,2021.0
2023/1,AHO,BRN,ASE,ASE,6666.0,6666.0,Energy,2021.0
2023/1,AHO,BRN,ASE,ASE & RangeTrader_Gen2,1444.0,1444.0,Energy,2021.0
2023/1,AHO,BRN,ASE,ASE_MSGL v5,622.0,622.0,Energy,2021.0
2023/1,AHO,BRN,ASE,Pvt_Algo,92.0,92.0,Energy,2021.0
2023/1,AHO,BRN,Manual,Manual,0.0,1046.0,Energy,2021.0
2023/1,AHO,BRN,OMA,Manual,40.0,40.0,Energy,2021.0
2023/1,AHO,BRN,OTA,Manual,18.0,18.0,Energy,2021.0
2023/1,AHO,BRN,OTA,Pvt_Algo,4.0,4.0,Energy,2021.0
2023/1,AHO,BRN,OTA,RangeTrader,10.0,10.0,Energy,2021.0
2023/1,AHO,BRN,OTA,RangeTrader_Gen2,12.0,12.0,Energy,2021.0
2023/1,AHO,CL,ASE,ASE,4710.0,4710.0,Energy,2021.0
2023/1,AHO,CL,ASE,ASE & RangeTrader_Gen2,626.0,626.0,Energy,2021.0
2023/1,AHO,CL,ASE,ASE_MSGL v5,10.0,10.0,Energy,2021.0
2023/1,AHO,CL,ASE,Pvt_Algo,2.0,2.0,Energy,2021.0
2023/1,AHO,CL,Manual,Manual,0.0,484.0,Energy,2021.0
2023/1,AHO,CL,OTA,Manual,46.0,46.0,Energy,2021.0
2023/1,AHO,CL,OTA,RangeTrader_Gen2,2.0,2.0,Energy,2021.0
2023/1,AHO,CL,OTA,TT_Stop,20.0,20.0,Energy,2021.0
2023/1,AHO,G,ASE,ASE,1400.0,1400.0,Energy,2021.0
2023/1,AHO,G,ASE,ASE & RangeTrader_Gen2,364.0,364.0,Energy,2021.0
2023/1,AHO,G,ASE,ASE_MSGL v5,40.0,40.0,Energy,2021.0
2023/1,AHO,G,Manual,Manual,0.0,684.0,Energy,2021.0
2023/1,AHO,G,OMA,Manual,36.0,36.0,Energy,2021.0
2023/1,AHO,G,OTA,Manual,138.0,138.0,Energy,2021.0
2023/1,AHO,G,OTA,RangeTrader,8.0,8.0,Energy,2021.0
2023/1,AHO,G,OTA,RangeTrader_Gen2,12.0,12.0,Energy,2021.0
2023/1,AHO,G,OTA,TT_Stop,20.0,20.0,Energy,2021.0
2023/1,AHO,HO,ASE,ASE,1304.0,1304.0,Energy,2021.0
2023/1,AHO,HO,ASE,ASE & RangeTrader_Gen2,192.0,192.0,Energy,2021.0
2023/1,AHO,HO,Manual,Manual,0.0,824.0,Energy,2021.0
2023/1,AHO,HO,OTA,RangeTrader_Gen2,28.0,28.0,Energy,2021.0
2023/1,AHO,RB,ASE,ASE,360.0,360.0,Energy,2021.0
2023/1,AHO,RB,ASE,ASE & RangeTrader_Gen2,136.0,136.0,Energy,2021.0
2023/1,AHO,RB,Manual,Manual,0.0,1194.0,Energy,2021.0
2023/1,AHO,RB,OTA,RangeTrader,70.0,70.0,Energy,2021.0
2023/1,AHO,RB,OTA,RangeTrader_Gen2,324.0,324.0,Energy,2021.0
2023/1,AHO,WBS,Manual,Manual,0.0,82.0,Energy,2021.0
2023/1,AHO,WBS,OTA,RangeTrader_Gen2,40.0,40.0,Energy,2021.0
2023/1,AJE,ZF,ASE,ASE,2.0,2.0,American STIRs,2022.0
2023/1,AJE,ZF,ASE,ASE & RangeTrader_Gen2,32.0,32.0,American STIRs,2022.0
2023/1,AJE,ZF,Manual,Manual,0.0,27.0,American STIRs,2022.0
2023/1,AJE,ZF,OTA,RangeTrader_Gen2,247.0,247.0,American STIRs,2022.0
2023/1,AJE,ZF,OTA,TT_Stop,6.0,6.0,American STIRs,2022.0
2023/1,AJE,ZN,Manual,Manual,0.0,18.0,American STIRs,2022.0
2023/1,AJE,ZN,OTA,RangeTrader_Gen2,162.0,162.0,American STIRs,2022.0
2023/1,AJE,ZN,OTA,TT_Stop,4.0,4.0,American STIRs,2022.0
2023/1,AJE,ZT,ASE,ASE,2.0,2.0,American STIRs,2022.0
2023/1,AJE,ZT,ASE,ASE & RangeTrader_Gen2,32.0,32.0,American STIRs,2022.0
2023/1,AJU,G,ASE,ASE,504.0,504.0,Energy,2022.0
2023/1,AJU,G,ASE,ASE & RangeTrader_Gen2,592.0,592.0,Energy,2022.0
2023/1,AJU,G,Manual,Manual,0.0,448.0,Energy,2022.0
2023/1,AJU,G,OTA,Manual,144.0,144.0,Energy,2022.0
2023/1,AJU,G,OTA,RangeTrader_Gen2,336.0,336.0,Energy,2022.0
2023/1,ALR,BRN,ASE,ASE,884.0,884.0,Energy,2015.0
2023/1,ALR,BRN,Manual,Manual,0.0,11237.0,Energy,2015.0
2023/1,ALR,BRN,OMA,Manual,2.0,2.0,Energy,2015.0
2023/1,ALR,BRN,OTA,Manual,6.0,6.0,Energy,2015.0
2023/1,ALR,BRN,OTA,TT Stop final,599.0,599.0,Energy,2015.0
2023/1,ALR,G,ASE,ASE,1146.0,1146.0,Energy,2015.0
2023/1,ALR,G,Manual,Manual,0.0,7186.0,Energy,2015.0
2023/1,ALR,G,OMA,Manual,28.0,28.0,Energy,2015.0
2023/1,ALR,G,OTA,TT Stop final,416.0,416.0,Energy,2015.0
2023/1,ALR,HO,ASE,ASE,18.0,18.0,Energy,2015.0
2023/1,ALR,HO,Manual,Manual,0.0,66.0,Energy,2015.0
2023/1,AMU,BRN,Manual,Manual,0.0,34.0,Energy,2017.0
2023/1,AMU,BRN,OTA,TT minvolV2,14.0,14.0,Energy,2017.0
2023/1,AMU,G,Manual,Manual,0.0,20026.0,Energy,2017.0
2023/1,AMU,G,OMA,Manual,426.0,426.0,Energy,2017.0
2023/1,AMU,G,OTA,Pvt_Algo,136.0,136.0,Energy,2017.0
2023/1,AMU,G,OTA,TT minvolV2,1120.0,1120.0,Energy,2017.0
2023/1,AMU,G,OTA,TT_Stop,10.0,10.0,Energy,2017.0
2023/1,AMU,HO,ASE,ASE,40.0,40.0,Energy,2017.0
2023/1,AMU,HO,Manual,Manual,0.0,2052.0,Energy,2017.0
2023/1,AMU,SB,Manual,Manual,0.0,898.0,Softs,2017.0
2023/1,AMU,SB,OMA,Manual,40.0,40.0,Softs,2017.0
2023/1,AMU,SB,OTA,TT minvolV2,68.0,68.0,Softs,2017.0
2023/1,ANN,DI1,ASE,ASE,17562.0,17562.0,Brazilian STIRs,2015.0
2023/1,ANN,DI1,Manual,Manual,0.0,90884.0,Brazilian STIRs,2015.0
2023/1,ANN,DI1,OTA,Manual,4775.0,4775.0,Brazilian STIRs,2015.0
2023/1,ANN,DI1,OTA,TT_Iceberg,25.0,25.0,Brazilian STIRs,2015.0
2023/1,ANN,DI1,OTA,TT_Stop,90.0,90.0,Brazilian STIRs,2015.0
2023/1,ANN,GE,Manual,Manual,0.0,30.0,American STIRs,2015.0
2023/1,ANN,SR3,ASE,ASE,322.0,322.0,American STIRs,2015.0
2023/1,ANN,SR3,Manual,Manual,0.0,8312.0,American STIRs,2015.0
2023/1,ANN,SR3,OTA,Manual,16.0,16.0,American STIRs,2015.0
2023/1,ANN,SR3,OTA,TT_BRACKET,24.0,24.0,American STIRs,2015.0
2023/1,ANN,SR3,OTA,TT_Stop,168.0,168.0,American STIRs,2015.0
2023/1,ANN,WDO,Manual,Manual,0.0,472.0,American STIRs,2015.0
2023/1,ANN,WDO,OTA,TT_Stop,82.0,82.0,American STIRs,2015.0
2023/1,ANN,ZN,Manual,Manual,0.0,6.0,American STIRs,2015.0
2023/1,ANN,ZQ,ASE,ASE,280.0,280.0,American STIRs,2015.0
2023/1,ANN,ZQ,Manual,Manual,0.0,2450.0,American STIRs,2015.0
2023/1,ANN,ZQ,OTA,Manual,110.0,110.0,American STIRs,2015.0
2023/1,AON,ESR,Manual,Manual,0.0,1.0,European STIRs,2019.0
2023/1,AON,GE,ASE,ASE,563.0,563.0,American STIRs,2019.0
2023/1,AON,GE,Manual,Manual,0.0,249.0,American STIRs,2019.0
2023/1,AON,GE,OTA,Manual,35.0,35.0,American STIRs,2019.0
2023/1,AON,I,ASE,ASE,9051.0,9051.0,European STIRs,2019.0
2023/1,AON,I,ASE,Pvt_Algo,9.0,9.0,European STIRs,2019.0
2023/1,AON,I,Manual,Manual,0.0,10943.0,European STIRs,2019.0
2023/1,AON,I,OMA,Manual,335.0,335.0,European STIRs,2019.0
2023/1,AON,I,OMA,Pvt_Algo,698.0,698.0,European STIRs,2019.0
2023/1,AON,I,OTA,Manual,814.0,814.0,European STIRs,2019.0
2023/1,AON,I,OTA,RangeTrader,4136.0,4136.0,European STIRs,2019.0
2023/1,AON,I,OTA,TT_Stop,30.0,30.0,European STIRs,2019.0
2023/1,AON,SA3,ASE,ASE,821.0,821.0,European STIRs,2019.0
2023/1,AON,SA3,Manual,Manual,0.0,9157.0,European STIRs,2019.0
2023/1,AON,SA3,OMA,Manual,60.0,60.0,European STIRs,2019.0
2023/1,AON,SA3,OMA,Pvt_Algo,75.0,75.0,European STIRs,2019.0
2023/1,AON,SA3,OTA,Manual,208.0,208.0,European STIRs,2019.0
2023/1,AON,SA3,OTA,TT_Iceberg,70.0,70.0,European STIRs,2019.0
2023/1,AON,SO3,ASE,ASE,2334.0,2334.0,European STIRs,2019.0
2023/1,AON,SO3,Manual,Manual,0.0,144.0,European STIRs,2019.0
2023/1,AON,SO3,OTA,Manual,42.0,42.0,European STIRs,2019.0
2023/1,AON,SO3,OTA,RangeTrader,90.0,90.0,European STIRs,2019.0
2023/1,AON,SR1,ASE,ASE,1509.0,1509.0,American STIRs,2019.0
2023/1,AON,SR1,Complex,Manual,90.0,90.0,American STIRs,2019.0
2023/1,AON,SR1,Manual,Manual,0.0,16.0,American STIRs,2019.0
2023/1,AON,SR1,OMA,Manual,7.0,7.0,American STIRs,2019.0
2023/1,AON,SR1,OMA,Pvt_Algo,5.0,5.0,American STIRs,2019.0
2023/1,AON,SR1,OTA,Manual,141.0,141.0,American STIRs,2019.0
2023/1,AON,SR3,ASE,ASE,5250.0,5250.0,American STIRs,2019.0
2023/1,AON,SR3,Manual,Manual,0.0,1230.0,American STIRs,2019.0
2023/1,AON,SR3,OMA,Manual,156.0,156.0,American STIRs,2019.0
2023/1,AON,SR3,OMA,Pvt_Algo,29.0,29.0,American STIRs,2019.0
2023/1,AON,SR3,OTA,Manual,186.0,186.0,American STIRs,2019.0
2023/1,AON,SR3,OTA,RangeTrader,120.0,120.0,American STIRs,2019.0
2023/1,AON,ZQ,ASE,ASE,2435.0,2435.0,American STIRs,2019.0
2023/1,AON,ZQ,Complex,Manual,90.0,90.0,American STIRs,2019.0
2023/1,AON,ZQ,Manual,Manual,0.0,242.0,American STIRs,2019.0
2023/1,AON,ZQ,OMA,Manual,38.0,38.0,American STIRs,2019.0
2023/1,AON,ZQ,OMA,Pvt_Algo,59.0,59.0,American STIRs,2019.0
2023/1,AON,ZQ,OTA,Manual,145.0,145.0,American STIRs,2019.0
2023/1,AVD,G,ASE,ASE,2081.0,2081.0,Energy,2019.0
2023/1,AVD,G,ASE,ASE & RangeTrader_Gen2,22.0,22.0,Energy,2019.0
2023/1,AVD,G,Manual,Manual,0.0,3147.0,Energy,2019.0
2023/1,AVD,G,OMA,Manual,298.0,298.0,Energy,2019.0
2023/1,AVD,G,OTA,Manual,232.0,232.0,Energy,2019.0
2023/1,AVD,G,OTA,RangeTrader_Gen2,8.0,8.0,Energy,2019.0
2023/1,AVD,G,OTA,TT_Iceberg,10.0,10.0,Energy,2019.0
2023/1,AVD,G,OTA,TT_Stop,54.0,54.0,Energy,2019.0
2023/1,AVD,SR3,ASE,ASE,360.0,360.0,American STIRs,2019.0
2023/1,AVD,SR3,Manual,Manual,0.0,1770.0,American STIRs,2019.0
2023/1,AVD,SR3,OMA,Manual,4.0,4.0,American STIRs,2019.0
2023/1,AVD,SR3,OTA,Manual,42.0,42.0,American STIRs,2019.0
2023/1,AVD,SR3,OTA,TT_Stop,4.0,4.0,American STIRs,2019.0
2023/1,AVD,ZQ,ASE,ASE,745.0,745.0,American STIRs,2019.0
2023/1,AVD,ZQ,Manual,Manual,0.0,3683.0,American STIRs,2019.0
2023/1,AVD,ZQ,OMA,Manual,267.0,267.0,American STIRs,2019.0
2023/1,AVD,ZQ,OTA,Manual,112.0,112.0,American STIRs,2019.0
2023/1,AVD,ZQ,OTA,TT_Stop,121.0,121.0,American STIRs,2019.0
2023/1,AZA,6E,Manual,Manual,0.0,1.0,Currency,2021.0
2023/1,AZA,6E,OTA,TT_BRACKET,2.0,2.0,Currency,2021.0
2023/1,AZA,6E,OTA,TT_OCO,1.0,1.0,Currency,2021.0
2023/1,AZA,BRN,ASE,ASE,1528.0,1528.0,Energy,2021.0
2023/1,AZA,BRN,ASE,ASE & RangeTrader_Gen2,1972.0,1972.0,Energy,2021.0
2023/1,AZA,BRN,Manual,Manual,0.0,86.0,Energy,2021.0
2023/1,AZA,BRN,OTA,Manual,10.0,10.0,Energy,2021.0
2023/1,AZA,BRN,OTA,RangeTrader_Gen2,24.0,24.0,Energy,2021.0
2023/1,AZA,BRN,OTA,TT_BRACKET,120.0,120.0,Energy,2021.0
2023/1,AZA,BRN,OTA,TT_OCO,30.0,30.0,Energy,2021.0
2023/1,AZA,BRN,OTA,TT_Stop,90.0,90.0,Energy,2021.0
2023/1,AZA,CL,ASE,ASE,1498.0,1498.0,Energy,2021.0
2023/1,AZA,CL,ASE,ASE & RangeTrader_Gen2,1586.0,1586.0,Energy,2021.0
2023/1,AZA,CL,Manual,Manual,0.0,60.0,Energy,2021.0
2023/1,AZA,CL,OTA,Manual,14.0,14.0,Energy,2021.0
2023/1,AZA,CL,OTA,RangeTrader_Gen2,42.0,42.0,Energy,2021.0
2023/1,AZA,CL,OTA,TT_BRACKET,30.0,30.0,Energy,2021.0
2023/1,AZA,CL,OTA,TT_Stop,50.0,50.0,Energy,2021.0
2023/1,AZA,G,ASE,ASE,232.0,232.0,Energy,2021.0
2023/1,AZA,G,ASE,ASE & RangeTrader_Gen2,500.0,500.0,Energy,2021.0
2023/1,AZA,G,Manual,Manual,0.0,50.0,Energy,2021.0
2023/1,AZA,G,OTA,RangeTrader_Gen2,34.0,34.0,Energy,2021.0
2023/1,AZA,HO,Manual,Manual,0.0,2.0,Energy,2021.0
2023/1,AZA,HO,OMA,Manual,2.0,2.0,Energy,2021.0
2023/1,AZA,HO,OTA,RangeTrader_Gen2,2.0,2.0,Energy,2021.0
2023/1,AZA,HO,OTA,TT_BRACKET,180.0,180.0,Energy,2021.0
2023/1,AZA,HO,OTA,TT_OCO,174.0,174.0,Energy,2021.0
2023/1,AZA,MNQ,Manual,Manual,0.0,2.0,Indices & Stocks,2021.0
2023/1,AZA,MNQ,OMA,Manual,5.0,5.0,Indices & Stocks,2021.0
2023/1,AZA,MNQ,OTA,TT_BRACKET,36.0,36.0,Indices & Stocks,2021.0
2023/1,AZA,MNQ,OTA,TT_OCO,29.0,29.0,Indices & Stocks,2021.0
2023/1,AZA,NG,Manual,Manual,0.0,24.0,Energy,2021.0
2023/1,AZA,NG,OMA,Manual,4.0,4.0,Energy,2021.0
2023/1,AZA,RB,Manual,Manual,0.0,46.0,Energy,2021.0
2023/1,AZA,RB,OMA,Manual,12.0,12.0,Energy,2021.0
2023/1,AZA,RB,OTA,RangeTrader_Gen2,74.0,74.0,Energy,2021.0
2023/1,AZA,RB,OTA,TT_BRACKET,34.0,34.0,Energy,2021.0
2023/1,AZA,RB,OTA,TT_OCO,18.0,18.0,Energy,2021.0
2023/1,AZA,WBS,Manual,Manual,0.0,2.0,Energy,2021.0
2023/1,AZA,WBS,OTA,Manual,30.0,30.0,Energy,2021.0
2023/1,AZA,ZC,Manual,Manual,0.0,12.0,Agricultural,2021.0
2023/1,AZA,ZC,OTA,RangeTrader_Gen2,40.0,40.0,Agricultural,2021.0
2023/1,AZA,ZM,Manual,Manual,0.0,4.0,Agricultural,2021.0
2023/1,AZA,ZM,OTA,RangeTrader_Gen2,8.0,8.0,Agricultural,2021.0
2023/1,AZA,ZT,OTA,TT_BRACKET,3.0,3.0,American STIRs,2021.0
2023/1,AZA,ZT,OTA,TT_OCO,3.0,3.0,American STIRs,2021.0
2023/1,BIH,GE,ASE,ASE,100.0,100.0,American STIRs,2021.0
2023/1,BIH,GE,Manual,Manual,0.0,1464.0,American STIRs,2021.0
2023/1,BIH,GE,OMA,Manual,183.0,183.0,American STIRs,2021.0
2023/1,BIH,GE,OTA,Manual,20.0,20.0,American STIRs,2021.0
2023/1,BIH,SR1,ASE,ASE,1.0,1.0,American STIRs,2021.0
2023/1,BIH,SR1,Manual,Manual,0.0,248.0,American STIRs,2021.0
2023/1,BIH,SR1,OMA,Manual,28.0,28.0,American STIRs,2021.0
2023/1,BIH,SR3,ASE,ASE,2575.0,2575.0,American STIRs,2021.0
2023/1,BIH,SR3,Complex,Manual,20.0,20.0,American STIRs,2021.0
2023/1,BIH,SR3,Manual,Manual,0.0,15045.0,American STIRs,2021.0
2023/1,BIH,SR3,OMA,Manual,587.0,587.0,American STIRs,2021.0
2023/1,BIH,SR3,OTA,Manual,862.0,862.0,American STIRs,2021.0
2023/1,BIH,SR3,OTA,RangeTrader,126.0,126.0,American STIRs,2021.0
2023/1,BIH,SR3,OTA,TT_Stop,249.0,249.0,American STIRs,2021.0
2023/1,BIH,ZQ,ASE,ASE,3541.0,3541.0,American STIRs,2021.0
2023/1,BIH,ZQ,ASE,ASE & RangeTrader_Gen2,16.0,16.0,American STIRs,2021.0
2023/1,BIH,ZQ,Complex,Manual,48.0,48.0,American STIRs,2021.0
2023/1,BIH,ZQ,Manual,Manual,0.0,2362.0,American STIRs,2021.0
2023/1,BIH,ZQ,OMA,Manual,324.0,324.0,American STIRs,2021.0
2023/1,BIH,ZQ,OTA,Manual,934.0,934.0,American STIRs,2021.0
2023/1,BIH,ZQ,OTA,TT_Stop,76.0,76.0,American STIRs,2021.0
2023/1,BIL,GE,ASE,ASE,1658.0,1658.0,American STIRs,2021.0
2023/1,BIL,GE,Manual,Manual,0.0,15868.0,American STIRs,2021.0
2023/1,BIL,GE,OMA,Manual,205.0,205.0,American STIRs,2021.0
2023/1,BIL,GE,OTA,Manual,872.0,872.0,American STIRs,2021.0
2023/1,BIL,GE,OTA,Minvol-BLR,94.0,94.0,American STIRs,2021.0
2023/1,BIL,GE,OTA,TT_Stop,75.0,75.0,American STIRs,2021.0
2023/1,BIL,SED,Manual,Manual,0.0,36.0,Currency,2021.0
2023/1,BIL,SR3,ASE,ASE,2396.0,2396.0,American STIRs,2021.0
2023/1,BIL,SR3,Manual,Manual,0.0,32657.0,American STIRs,2021.0
2023/1,BIL,SR3,OMA,Manual,624.0,624.0,American STIRs,2021.0
2023/1,BIL,SR3,OTA,Manual,489.0,489.0,American STIRs,2021.0
2023/1,BIL,SR3,OTA,Minvol-BLR,12.0,12.0,American STIRs,2021.0
2023/1,BIL,SR3,OTA,TT_BRACKET,55.0,55.0,American STIRs,2021.0
2023/1,BIL,SR3,OTA,TT_OCO,30.0,30.0,American STIRs,2021.0
2023/1,BIL,SR3,OTA,TT_Stop,281.0,281.0,American STIRs,2021.0
2023/1,BIL,ZQ,ASE,ASE,655.0,655.0,American STIRs,2021.0
2023/1,BIL,ZQ,Manual,Manual,0.0,2003.0,American STIRs,2021.0
2023/1,BIL,ZQ,OMA,Manual,34.0,34.0,American STIRs,2021.0
2023/1,BIL,ZQ,OTA,Manual,23.0,23.0,American STIRs,2021.0
2023/1,BIL,ZQ,OTA,Pvt_Algo,17.0,17.0,American STIRs,2021.0
2023/1,BIL,ZT,Manual,Manual,0.0,117.0,American STIRs,2021.0
2023/1,BIL,ZT,OTA,TT_BRACKET,38.0,38.0,American STIRs,2021.0
2023/1,BIL,ZT,OTA,TT_OCO,23.0,23.0,American STIRs,2021.0
2023/1,BIL,ZT,OTA,TT_Stop,26.0,26.0,American STIRs,2021.0
2023/1,BSN,GE,Manual,Manual,0.0,140.0,American STIRs,2021.0
2023/1,BSN,SR1,Manual,Manual,0.0,100.0,American STIRs,2021.0
2023/1,BSN,SR3,ASE,ASE,4629.0,4629.0,American STIRs,2021.0
2023/1,BSN,SR3,Complex,Manual,11.0,11.0,American STIRs,2021.0
2023/1,BSN,SR3,Manual,Manual,0.0,4099.0,American STIRs,2021.0
2023/1,BSN,SR3,OMA,Manual,276.0,276.0,American STIRs,2021.0
2023/1,BSN,SR3,OTA,Manual,867.0,867.0,American STIRs,2021.0
2023/1,BSN,SR3,OTA,TT_Stop,285.0,285.0,American STIRs,2021.0
2023/1,BSN,ZQ,ASE,ASE,3481.0,3481.0,American STIRs,2021.0
2023/1,BSN,ZQ,Complex,Manual,1.0,1.0,American STIRs,2021.0
2023/1,BSN,ZQ,Manual,Manual,0.0,1072.0,American STIRs,2021.0
2023/1,BSN,ZQ,OMA,Manual,37.0,37.0,American STIRs,2021.0
2023/1,BSN,ZQ,OTA,Manual,488.0,488.0,American STIRs,2021.0
2023/1,BSN,ZQ,OTA,TT_Stop,158.0,158.0,American STIRs,2021.0
2023/1,DHD,BRN,ASE,ASE,3382.0,3382.0,Energy,2021.0
2023/1,DHD,BRN,Manual,Manual,0.0,5432.0,Energy,2021.0
2023/1,DHD,BRN,OTA,Manual,8.0,8.0,Energy,2021.0
2023/1,DHD,BRN,OTA,TT_OCO,30.0,30.0,Energy,2021.0
2023/1,DHD,BRN,OTA,TT_Stop,178.0,178.0,Energy,2021.0
2023/1,DHD,CL,ASE,ASE,1826.0,1826.0,Energy,2021.0
2023/1,DHD,CL,Manual,Manual,0.0,670.0,Energy,2021.0
2023/1,DHD,CL,OMA,Manual,10.0,10.0,Energy,2021.0
2023/1,DHD,CL,OTA,TT_OCO,6.0,6.0,Energy,2021.0
2023/1,DHD,G,ASE,ASE,3592.0,3592.0,Energy,2021.0
2023/1,DHD,G,Manual,Manual,0.0,5360.0,Energy,2021.0
2023/1,DHD,G,OTA,Manual,14.0,14.0,Energy,2021.0
2023/1,DHD,G,OTA,TT_Stop,50.0,50.0,Energy,2021.0
2023/1,DHD,HO,ASE,ASE,122.0,122.0,Energy,2021.0
2023/1,DHD,HO,Manual,Manual,0.0,1876.0,Energy,2021.0
2023/1,DHD,HO,OTA,Manual,14.0,14.0,Energy,2021.0
2023/1,DHD,HO,OTA,TT_BRACKET,40.0,40.0,Energy,2021.0
2023/1,DHD,HO,OTA,TT_OCO,8.0,8.0,Energy,2021.0
2023/1,DHD,RB,ASE,ASE,72.0,72.0,Energy,2021.0
2023/1,DHD,RB,Manual,Manual,0.0,128.0,Energy,2021.0
2023/1,DHD,RB,OTA,Manual,88.0,88.0,Energy,2021.0
2023/1,DHD,WBS,Manual,Manual,0.0,476.0,Energy,2021.0
2023/1,DNG,BRN,ASE,ASE,5810.0,5810.0,Energy,2018.0
2023/1,DNG,BRN,ASE,ASE_MSGL v5,200.0,200.0,Energy,2018.0
2023/1,DNG,BRN,ASE,Pvt_Algo,150.0,150.0,Energy,2018.0
2023/1,DNG,BRN,Complex,Manual,86.0,86.0,Energy,2018.0
2023/1,DNG,BRN,Manual,Manual,0.0,9980.0,Energy,2018.0
2023/1,DNG,BRN,OMA,Manual,4854.0,4854.0,Energy,2018.0
2023/1,DNG,BRN,OTA,Manual,548.0,548.0,Energy,2018.0
2023/1,DNG,BRN,OTA,Pvt_Algo,46.0,46.0,Energy,2018.0
2023/1,DNG,CL,Manual,Manual,0.0,4.0,Energy,2018.0
2023/1,DNG,G,ASE,ASE,1946.0,1946.0,Energy,2018.0
